"1","c++","540","639897"
"2","c","502","314029"
"3","cryptography","11130","0"
"4","public-key-encryption","304","1540"
"5","c#","1807","1356085"
"7","hash","676","21057"
"8","pbkdf2","71","325"
"9","java","2293","1603277"
"10","random","249","26992"
"14","pkcs#11","83","589"
"15","security","1015","48242"
"17","p2p","5","1687"
"18","trust","2","162"
"19","xml","49","187591"
"21","windows-phone-7","10","19859"
"22","encryption","3535","29737"
"25","database","35","160320"
"27","passwords","180","9112"
"28","ios","236","612547"
"29","string","62","144607"
"32","heroku","4","32383"
"34","entropy","26","472"
"35","authentication","119","60388"
"37","openid","3","3206"
"44","aes","1033","5474"
"48",".net","633","288888"
"49","vb.net","96","126773"
"51","rsa","1064","5181"
"52","php","625","1314668"
"55","certificate","134","8391"
"56","private-key","120","1166"
"67","big-o","2","0"
"68","des","107","571"
"71","linux","97","181109"
"74","interop","11","5213"
"76","c++-cli","6","0"
"77","type-conversion","5","0"
"79","saltedhash","7","0"
"80","rainbowattack","3","0"
"85","bouncycastle","437","2422"
"90","openssl","649","11998"
"92","visual-c++","17","27533"
"94","crypto++","109","628"
"97","digital-signature","318","2591"
"98","pycrypto","117","755"
"99","rsacryptoserviceprovider","53","185"
"101","dcpu-16","1","0"
"102","stream-cipher","11","29"
"109","amazon-s3","9","0"
"111","checksum","15","1490"
"112","objective-c","121","288654"
"116","udp","7","0"
"117","md5","195","3572"
"118","cisco","2","0"
"120","cookies","12","28722"
"122","javascript","615","1894320"
"124","x509","77","1498"
"125","pki","44","621"
"130","node.js","525","297283"
"135","3des","57","309"
"139","ssl","220","39974"
"140","elliptic-curve","206","503"
"144","cryptoapi","140","510"
"145","iphone","57","220050"
"151","smartcard","72","1603"
"165","e-token","2","0"
"168","linux-kernel","31","13890"
"169","kernel-module","3","0"
"178","privacy","6","0"
"179","voting","1","0"
"188","mcrypt","43","884"
"190","asp.net","151","350358"
"196","cryptanalysis","22","37"
"208","hmac","149","1063"
"212","vigenere","26","308"
"220","signing","35","862"
"224","xor","56","1308"
"225","brute-force","23","777"
"226","delphi","34","44666"
"227","winapi","59","34642"
"230","pkcs#12","22","364"
"235","key-management","11","69"
"250","express","10","0"
"252","php-5.3","2","0"
"253","password-protection","31","1490"
"254","bcrypt","49","1568"
"258","asp-classic","8","0"
"260","rijndael","61","392"
"261","initialization-vector","28","109"
"266","assembly","9","0"
"274","credit-card","6","0"
"278","xml-signature","18","355"
"279","signedxml","7","0"
"282","salt","78","1041"
"283","dictionary-attack","3","0"
"292","mysql","69","576295"
"295","cryptographic-hash-function","57","94"
"298","cc-mode","1","0"
"300","winforms","14","86617"
"305","memory","8","0"
"306","windows-7","4","0"
"314","ssl-certificate","44","7447"
"322","kernel","14","7698"
"332","sha","96","1031"
"337","xcode","11","136009"
"338","encoding","87","20533"
"340","python","906","1276848"
"345","hash-function","14","208"
"349","exception","28","34455"
"351","itext","12","8189"
"360","padding","44","3104"
"365","ecb","11","104"
"371","windows","118","134107"
"374","x509certificate","106","2444"
"382","fips","30","311"
"383","nonce","13","211"
"385","firefox","5","0"
"387","nss","11","165"
"391","seed","3","0"
"392","prng","21","238"
"398","ldap","3","0"
"399","client-server","9","0"
"400","windows-server-2003","3","0"
"402","oracle","14","115347"
"403","character-encoding","16","13308"
"413","asp.net-membership","2","0"
"415","web-config","3","0"
"423","symbian","2","0"
"424","s60-3rd-edition","1","0"
"429","iso8583","3","0"
"431","android","473","1230798"
"433","browser","13","22553"
"439","cng","66","172"
"446","mfc","3","0"
"450","registry","2","0"
"464","polynomial-math","4","0"
"465","inverse","3","0"
"466","ntruencrypt","6","0"
"473","membership-provider","2","0"
"497","c#-2.0","4","0"
"498","rijndaelmanaged","51","242"
"501","utf-16le","1","0"
"522","gnupg","46","1324"
"529","pgp","38","636"
"530","openpgp","19","258"
"533","multiplication","4","0"
"534","aes-gcm","54","195"
"535","galois-field","4","0"
"537","ubuntu","13","46448"
"540","truecrypt","2","0"
"554","api","33","70804"
"561","public-key","84","861"
"570","pkcs#7","68","409"
"576","junit","6","0"
"582","code-signing","15","2103"
"590","coldfusion","10","0"
"593","vb6","11","10046"
"598","decompiling","4","0"
"601","obfuscation","14","2568"
"623","embedded","15","7786"
"629","tripledes","47","230"
"635","web-services","28","59311"
"639","mono","15","9564"
"644","algorithm","238","94406"
"649","encryption-asymmetric","94","446"
"650","encryption-symmetric","102","570"
"654","ruby","91","208536"
"662","html5","12","119142"
"664","local-storage","1","0"
"665","offline","1","0"
"669","keytool","23","1082"
"673","jce","76","431"
"685","primality-test","2","0"
"702","ssh","22","22521"
"708","hardware","8","0"
"709","verilog","3","0"
"710","xilinx","2","0"
"726","ascii-art","1","0"
"729","key","62","7281"
"733","resharper","1","0"
"734","optional-parameters","1","0"
"735","named-parameters","1","0"
"745","sha1","113","1581"
"754","arithmeticexception","1","0"
"763","asn.1","31","553"
"786","perl","26","63596"
"790","password-encryption","38","969"
"796","types","4","0"
"799","public","6","0"
"803","application-pool","1","0"
"849","keystore","66","2191"
"855","block-cipher","34","106"
"860","oop","3","0"
"861","templates","2","0"
"862","pointers","5","0"
"876","digital-certificate","24","499"
"885","dsa","25","176"
"893","m2crypto","24","261"
"894","pyopenssl","17","375"
"906","cross-platform","5","0"
"913","scrypt","22","113"
"931","sjcl","22","69"
"941","biginteger","40","1657"
"952","sockets","29","56876"
"960","key-generator","15","83"
"968","language-agnostic","18","7936"
"1005","loops","5","0"
"1007","frequency","1","0"
"1016","sql","16","513555"
"1028","javacard","45","842"
"1040","implementation","3","0"
"1052","cryptojs","124","857"
"1057","dkim","1","0"
"1062","math","93","33615"
"1067","java1.4","2","0"
"1068","human-readable","1","0"
"1073","cakephp","3","0"
"1076","qt","27","72707"
"1078","kde","1","0"
"1079","file","23","66136"
"1082","qthread","1","0"
"1083","qprogressbar","1","0"
"1087","sign","26","1039"
"1089","servlets","4","0"
"1096","large-files","1","0"
"1097","on-the-fly","1","0"
"1107","configuration","6","0"
"1116","elgamal","23","58"
"1123","ado.net","1","0"
"1136","macos","44","94766"
"1154","truststore","3","0"
"1160","diffie-hellman","99","328"
"1189","azure","22","77767"
"1194","jvm","11","10082"
"1195","ikvm","1","0"
"1217","ruby-on-rails","27","36841"
"1233","silverlight","8","0"
"1239","murmurhash","2","0"
"1251","temporary-files","1","0"
"1252","sensitive-data","1","0"
"1257","uniqueidentifier","5","0"
"1262","trim","2","0"
"1264","memory-management","5","0"
"1265","erlang","24","8617"
"1267","compression","12","7679"
"1274","polarssl","7","0"
"1277","nsstring","4","0"
"1284","microsoft-metro","5","0"
"1289","ascii","16","5568"
"1290","unpack","1","0"
"1292","signature","32","1416"
"1296","node-crypto","30","113"
"1301","key-pair","14","186"
"1318","devise","1","0"
"1320","password-recovery","2","0"
"1328","uri","1","0"
"1329","canonicalization","3","0"
"1330","xml-dsig","8","0"
"1332","bash","23","117462"
"1353","apache","12","85372"
"1355","shiro","1","0"
"1364","chef","1","0"
"1366","windows-mobile","4","0"
"1373","adler32","1","0"
"1375","sql-server","42","271515"
"1390","sha256","110","1304"
"1391","sha512","31","375"
"1399","commoncrypto","33","191"
"1412","hsm","51","303"
"1414","playready","2","0"
"1418","license-key","7","0"
"1429","product-key","1","0"
"1451","size","1","0"
"1452","block","4","0"
"1453","http","14","54835"
"1468","jca","13","195"
"1473","ocsp","11","159"
"1476","bit-manipulation","19","6376"
"1477","low-level","1","0"
"1483","progress-4gl","1","0"
"1484","openedge","1","0"
"1485","crc16","1","0"
"1487","gsm","3","0"
"1488","modem","2","0"
"1489","at-command","1","0"
"1493","numbers","12","9562"
"1497","windows-runtime","23","8402"
"1503","nullpointerexception","1","0"
"1507","networking","22","30879"
"1526","mobile","9","0"
"1527","java-me","11","5816"
"1529","sms","1","0"
"1539","probability","7","0"
"1540","discrete-mathematics","13","899"
"1544","ssh-keys","6","0"
"1552","jks","6","0"
"1554","actionscript-3","12","41303"
"1555","air","2","0"
"1557","blowfish","49","438"
"1562","https","30","20179"
"1582","com","2","0"
"1591","botan","16","102"
"1613","shared-libraries","2","0"
"1617","ms-office","5","0"
"1623","eclipse","7","0"
"1631","pseudocode","4","0"
"1646","x509certificate2","38","633"
"1657","hash-collision","20","200"
"1666","java-ee","9","0"
"1667","applet","10","0"
"1688","wireless","2","0"
"1697","c#-4.0","24","25526"
"1704","symmetric-key","19","72"
"1717","base64","47","8661"
"1723","stack-trace","1","0"
"1724","jvm-hotspot","3","0"
"1725","nosuchproviderexception","3","0"
"1729","network-programming","6","0"
"1737","oauth","23","17238"
"1746","shuffle","7","0"
"1754","captcha","2","0"
"1758","oauth-2.0","10","0"
"1759","google-docs-api","1","0"
"1760","google-drive-api","1","0"
"1767","pkcs#1","17","76"
"1783","iis-6","1","0"
"1804","webkit","1","0"
"1820","scheme","1","0"
"1841","performance","44","84800"
"1843","apache-flex","4","0"
"1854","integrity","4","0"
"1862","avr","4","0"
"1863","winavr","1","0"
"1876","guid","7","0"
"1880","birthday-paradox","2","0"
"1897","bignum","11","292"
"1904","google-app-engine","12","43947"
"1914","pem","48","717"
"1922","provider","9","0"
"1927","lockbox-3","7","0"
"1928","cbc-mode","32","168"
"1945","mifare","7","0"
"1946","message-authentication-code","2","0"
"1950","jython","2","0"
"1954","payment-gateway","2","0"
"1958","clojure","3","0"
"1960","desktop-application","2","0"
"1979","weblogic","1","0"
"1988","sqldatareader","1","0"
"1998","security-framework","5","0"
"2009","asp.net-mvc","27","184462"
"2026","identify","1","0"
"2027","handset","1","0"
"2034","jboss7.x","2","0"
"2035","jsf-1.2","1","0"
"2036","seam2","1","0"
"2039","go","114","41482"
"2042","events","1","0"
"2044","progress-bar","1","0"
"2045","backgroundworker","1","0"
"2049","timestamp","7","0"
"2073","7zip","3","0"
"2078","prime-factoring","7","0"
"2098","visual-studio-2010","10","0"
"2108","ctr-mode","7","0"
"2118","streamreader","2","0"
"2147","visual-studio-2008","6","0"
"2150","windows-mobile-6","1","0"
"2162","delphi-2010","3","0"
"2180","w3c","1","0"
"2184","wsse","1","0"
"2193","sqlcipher","4","0"
"2215","distribution","3","0"
"2216","verification","9","0"
"2221","hmacsha1","26","257"
"2230","factorization","5","0"
"2237","reporting-services","1","0"
"2249","pkcs#8","14","76"
"2264","portable-class-library","6","0"
"2278","unique-key","2","0"
"2295","code-signing-certificate","1","0"
"2304","secret-key","27","358"
"2314","wif","4","0"
"2315","claims-based-identity","3","0"
"2333","cygwin","2","0"
"2355","webcrypto-api","45","155"
"2356","browserid","1","0"
"2357","wpf","7","0"
"2360","polymorphism","1","0"
"2361","embedded-resource","1","0"
"2363","client-side","5","0"
"2367","keyczar","4","0"
"2371","qcar-sdk","1","0"
"2380","rest","12","73576"
"2384","stateless","1","0"
"2408","gost3410","5","0"
"2433","authenticode","10","0"
"2436","backend","1","0"
"2445","crypt","14","474"
"2454","django","22","211119"
"2481","arrays","25","309058"
"2491","visual-studio","18","90863"
"2493","32bit-64bit","1","0"
"2494","exe","2","0"
"2499","standards-compliance","1","0"
"2500","pci-compliance","3","0"
"2503","scala","8","0"
"2509","pkcs#5","9","0"
"2523","open-source","7","0"
"2525","smime","15","242"
"2553","mscapi","22","73"
"2555","windows-store-apps","10","0"
"2567","keychain","13","1674"
"2572","audio","4","0"
"2574","steganography","13","408"
"2583","cross-browser","1","0"
"2592","solaris","3","0"
"2602","one-time-pad","1","0"
"2611","sdk","2","0"
"2612","windows-8","6","0"
"2614","windows-phone-8","18","18500"
"2617","rngcryptoserviceprovider","6","0"
"2619","trigonometry","1","0"
"2632","optimization","6","0"
"2645","finite-field","3","0"
"2650","smtp","2","0"
"2656","pdf","15","40729"
"2666","web","12","36977"
"2668","web-crawler","1","0"
"2692","cmac","9","0"
"2709","windows-phone-7.1","1","0"
"2710",".net-assembly","1","0"
"2734","linguistics","1","0"
"2735","frequency-analysis","7","0"
"2736","text-analysis","1","0"
"2739","reverse","3","0"
"2743","certenroll","2","0"
"2753","driver","2","0"
"2754","registration","1","0"
"2756","unix","14","42021"
"2773","google-analytics","1","0"
"2799","grooveshark","1","0"
"2818","excel","6","0"
"2820","excel-vba","2","0"
"2823","vba","5","0"
"2849","counter","2","0"
"2858","protocols","12","4768"
"2859","primes","23","2565"
"2872","locking","2","0"
"2873","text-files","2","0"
"2874","file-locking","1","0"
"2888","rainbowtable","15","49"
"2900","rfc2898","4","0"
"2929","python-3.x","118","192032"
"2931","twofish","8","0"
"2958","modulo","10","0"
"2966","gmp","15","819"
"2967","number-theory","12","356"
"2973","nacl-cryptography","12","38"
"2976","flask","5","0"
"2977","flask-login","2","0"
"3037","login","9","0"
"3040","authorization","9","0"
"3053","asp.net-mvc-3","4","0"
"3061","static-libraries","2","0"
"3062","static-linking","1","0"
"3081","hash-code-uniqueness","1","0"
"3108","tsql","6","0"
"3114","file-upload","3","0"
"3122","sequence","2","0"
"3161","internet-explorer-9","1","0"
"3166","drm","4","0"
"3191","libraries","4","0"
"3204","unit-testing","4","0"
"3225","hardware-acceleration","5","0"
"3243","openssh","11","873"
"3249","salesforce","2","0"
"3264","validation","5","0"
"3266","pdo","2","0"
"3306","standards","4","0"
"3308","electronic-signature","1","0"
"3311","dojo","1","0"
"3326","analog-digital-converter","1","0"
"3327","digital-analog-converter","1","0"
"3338","amazon-web-services","18","82655"
"3340","credentials","2","0"
"3348","app-config","4","0"
"3351","ecdsa","110","394"
"3359","usb","3","0"
"3380","plaintext","2","0"
"3399","shell","5","0"
"3411","playframework-2.0","1","0"
"3422","windows-phone","3","0"
"3449","communication","5","0"
"3450","man-in-the-middle","8","0"
"3453",".net-4.5","4","0"
"3454","web-farm","1","0"
"3455","eventvalidation","1","0"
"3466","modular","2","0"
"3480","aescryptoserviceprovider","10","0"
"3484","ipad","2","0"
"3486","skype","1","0"
"3494","cryptostream","8","0"
"3512","linq","2","0"
"3525","token","12","5341"
"3567","hex","21","7798"
"3577","goto","1","0"
"3578","algebra","6","0"
"3587","boolean","2","0"
"3589","deterministic","1","0"
"3591","tinyos","1","0"
"3596","libgcrypt","6","0"
"3607","cracking","7","0"
"3703","io","7","0"
"3750","makecert","1","0"
"3754","android-ndk","7","0"
"3756","java-native-interface","8","0"
"3757","shared","1","0"
"3778","jsch","4","0"
"3784","byte","22","6103"
"3823","inputstream","3","0"
"3828","phpseclib","16","715"
"3834","email","7","0"
"3863","undefined-behavior","2","0"
"3879","strongname","5","0"
"3890","hp-ux","1","0"
"3901","benchmarking","11","2838"
"3906","obsolete","1","0"
"3931","vhdl","1","0"
"3932","integer-arithmetic","1","0"
"3933","modular-arithmetic","19","248"
"3940","raid","1","0"
"3956","base62","1","0"
"3959","computer-science","9","0"
"3960","theory","8","0"
"3961","cloud","3","0"
"3971","app-data","1","0"
"3974","visual-studio-2012","5","0"
"4008","transport-security","1","0"
"4023","pcsc","1","0"
"4036","cordova","7","0"
"4070","tostring","2","0"
"4105","virtualenv","3","0"
"4106","pip","18","12535"
"4120","ansible","2","0"
"4127","app-store","4","0"
"4128","ssziparchive","1","0"
"4130","postgresql","16","106964"
"4154","sessionid","3","0"
"4159","xml-encryption","3","0"
"4178","windows-xp","4","0"
"4195","bootloader","1","0"
"4201","titanium","1","0"
"4250","xxtea","2","0"
"4267","licensing","16","1993"
"4271","mongoid","1","0"
"4305","winjs","1","0"
"4340","python-2.7","43","92267"
"4342","complexity-theory","3","0"
"4345","utf-8","4","0"
"4347","utf-16","1","0"
"4373","graph-theory","1","0"
"4382","naming-conventions","2","0"
"4411","logic","5","0"
"4426","jsbn","2","0"
"4434","time-complexity","5","0"
"4449","intel","5","0"
"4450","rdrand","3","0"
"4489","task-parallel-library","1","0"
"4490","static-methods","1","0"
"4497","skein","3","0"
"4504","remote-desktop","2","0"
"4528","node-modules","2","0"
"4532","pci-dss","3","0"
"4543","padding-oracle-attack","6","0"
"4549","cocoa","10","0"
"4598","exception-handling","3","0"
"4606","curl","3","0"
"4609","libcurl","1","0"
"4621","cuda","4","0"
"4624","opencl","1","0"
"4656","testing","6","0"
"4697","kdf","6","0"
"4709","ruby-on-rails-3","2","0"
"4755","random-seed","5","0"
"4768","geometry","1","0"
"4793","password-hash","16","393"
"4802","batch-file","3","0"
"4804","ftp","2","0"
"4816","iis-7","2","0"
"4820","client-certificates","2","0"
"4822","web-applications","16","19594"
"4901","tpm","10","0"
"4903","trusted-computing","2","0"
"4920","certificate-authority","4","0"
"4937","bufferedreader","3","0"
"4939","printwriter","1","0"
"4959","module","6","0"
"4963","line","1","0"
"4965","importerror","3","0"
"5152","cnf","2","0"
"5159","network-security","4","0"
"5181","terminal","4","0"
"5219","corruption","2","0"
"5379","verify","5","0"
"5443","hashcode","8","0"
"5465","stream","21","12384"
"5470","sse2","1","0"
"5496","documentation","1","0"
"5506","sasl","1","0"
"5562","signatures","1","0"
"5563","trusted","1","0"
"5578","decoding","4","0"
"5602","keccak","10","0"
"5603","sha-3","8","0"
"5619","binary","13","11702"
"5674","vbscript","4","0"
"5680","html","10","0"
"5707","compact-framework","8","0"
"5727","hashmap","2","0"
"5734","ipsec","7","0"
"5766","firemonkey-fm2","1","0"
"5767","delphi-xe4","2","0"
"5808","vb6-migration","2","0"
"5859","statistics","10","0"
"5861","character","3","0"
"5862","formula","1","0"
"5867","xcode4","1","0"
"5889","graph","1","0"
"5890","tree","1","0"
"5894","distributed","5","0"
"5920","digest","14","454"
"5938","racket","1","0"
"6084","git","11","115436"
"6133","quantum-computing","5","0"
"6165","web-scraping","5","0"
"6167","crc32","9","0"
"6206","aix","2","0"
"6231","uuid","14","2325"
"6253","hierarchical","1","0"
"6276","antiforgerytoken","1","0"
"6277","authorize-attribute","1","0"
"6299","tcpclient","2","0"
"6327","client","4","0"
"6352","mandrill","1","0"
"6386","javax.crypto","12","67"
"6421","apache-camel","3","0"
"6471","lua","9","0"
"6497","combinatorics","3","0"
"6532","badpaddingexception","9","0"
"6540","iaik-jce","6","0"
"6586","symfony","1","0"
"6632","code-access-security","1","0"
"6701","deserialization","2","0"
"6709","serialization","14","27639"
"6770","elasticsearch","1","0"
"6849","salt-stack","2","0"
"6893","hybrid","3","0"
"6928","gpgpu","1","0"
"6929","hpc","1","0"
"6949","one-time-password","8","0"
"7111","winsock","1","0"
"7127","matlab","19","85537"
"7170","pfx","13","437"
"7199","system.security","14","49"
"7238","md5sum","6","0"
"7247","unsigned","1","0"
"7249","signed","2","0"
"7265","paypal","1","0"
"7269","paypal-ipn","1","0"
"7382","centos","3","0"
"7434","u-boot","1","0"
"7441","combinations","4","0"
"7465","sftp","1","0"
"7467","paramiko","8","0"
"7500","http-headers","2","0"
"7502","application-cache","1","0"
"7510","libcrypto","4","0"
"7514","artificial-intelligence","3","0"
"7518","data-mining","2","0"
"7519","robotics","1","0"
"7535","jsse","4","0"
"7547","deployment","2","0"
"7551","javafx-2","1","0"
"7553","self-contained","1","0"
"7627","persistence","1","0"
"7670","windows-services","1","0"
"7694","ios6","1","0"
"7703","apache-commons","1","0"
"7710","whirlpool","7","0"
"7712","xamarin.ios","8","0"
"7719","xamarin.android","2","0"
"7739","jasypt","11","292"
"7747","constants","1","0"
"7777","jsp","4","0"
"7817","iis","8","0"
"7858","range","2","0"
"7905","bytearray","13","3675"
"7946","output","2","0"
"8021","asyncsocket","2","0"
"8029","spkac","1","0"
"8094","jquery","9","0"
"8110","json","17","274480"
"8123","file-io","11","19511"
"8126","garbage","1","0"
"8136","challenge-response","8","0"
"8181","comparison","3","0"
"8184","equality","1","0"
"8231","bitcoin","54","1465"
"8247","malloc","2","0"
"8256","youtube","1","0"
"8260","youtube-api","1","0"
"8399","copy","1","0"
"8428","xades4j","2","0"
"8454","wolfram-mathematica","4","0"
"8577","f#","2","0"
"8613","bitconverter","1","0"
"8651","binaryformatter","1","0"
"8668","xtea","2","0"
"8692","filestream","6","0"
"8712","jetty","3","0"
"8726","multiplatform","1","0"
"8758","securityexception","1","0"
"8784","cmake","7","0"
"8785","qt5","2","0"
"8823","end-to-end","3","0"
"8849","r","8","0"
"8855","url","3","0"
"8881","dictionary","7","0"
"8953","apk","2","0"
"8973","libsodium","31","212"
"9108","twisted","4","0"
"9197","federated-identity","1","0"
"9237","session","12","41060"
"9257","spongycastle","9","0"
"9338","access-token","7","0"
"9363","curve-25519","4","0"
"9364","sqrl","1","0"
"9365","ed25519","4","0"
